,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets,dreamed_mof_name
420,qtz_N76_edge51224,[O][N][C][Branch][N][Branch][N][C][Branch][C][Branch][FrH0][pop][Branch][O][pop][Ring1][=Branch][pop][Branch][O][pop][O][pop][FrH0][pop][Branch][O][pop][O][.][Fr][C][O][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][Ring2][Ring1][=Branch1][&&][qtz],[O][N][C][Branch][N][Branch][N][C][Branch][C][Branch][FrH0][pop][Branch][O][pop][Ring1][=Branch][pop][Branch][O][pop][O][pop][FrH0][pop][Branch][O][pop][O],ON1C(O)(O)N([Fr])NC(O)(O)C1(O)[Fr],"[-7.4606795, 0.8177144]",[=Ring2][=Ring2][FrH0][:0benzenediol][:0benzenediol][#C][:2imidazole][:2imidazole][:1carboxylic_acid][:0sulfonic_acid][:2imidazole][=O][:1carboxylic_acid][:1pyrimidine][:1pyrimidine][:0propyl][:0propyl][:0pyridine][:0pyridine][:0propyl][Ring1][:0pyridine][:0pyridine][:0pyridine][:3pyrimidine][:3pyrimidine][FrH0][FrH0][=Ring2][:1imidazole][:1imidazole][:1imidazole][:1imidazole][S][C][SH2][.][Fr][C][O][Zn][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][O][Ring2][Ring1][=Branch1][&&][qtz],[=Ring2][=Ring2][FrH0][:0benzenediol][:0benzenediol][#C][:2imidazole][:2imidazole][:1carboxylic_acid][:0sulfonic_acid][:2imidazole][=O][:1carboxylic_acid][:1pyrimidine][:1pyrimidine][:0propyl][:0propyl][:0pyridine][:0pyridine][:0propyl][Ring1][:0pyridine][:0pyridine][:0pyridine][:3pyrimidine][:3pyrimidine][FrH0][FrH0][=Ring2][:1imidazole][:1imidazole][:1imidazole][:1imidazole][S][C][SH2],CCCc1nc(-c2ncccc2-c2nc([Fr])ncc2-n2ccnc2C[SH2])nc(OC(=O)c2nc[nH]c2OC(=O)c2nc[nH]c2COc2cccc(O)c2[Fr])c1CCC,"[-11.4679995371, 1.0620924832364373]",qtz_N76_ON1C(O)(O)N([Fr])NC(O)(O)C1(O)[Fr]
421,qtz_N434_edge132885,[:0alkene][C][C][=C][Branch][C][Branch][N][C][Branch][C][Branch][:0alkene][pop][Branch][FrH0][pop][Ring1][=Branch][pop][=S][pop][Branch][:0alkene][pop][:0alkene][pop][FrH0][pop][.][Fr][C][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][qtz],[:0alkene][C][C][=C][Branch][C][Branch][N][C][Branch][C][Branch][:0alkene][pop][Branch][FrH0][pop][Ring1][=Branch][pop][=S][pop][Branch][:0alkene][pop][:0alkene][pop][FrH0][pop],O=CC1=C([Fr])C(C=O)(C=O)NC(=S)C1([Fr])C=O,"[-11.12048, 1.1070315]",[FrH0][=P][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0propyl][:1pyrimidine][:2imidazole][:2imidazole][:5benzenediol][:1carboxylic_acid][:1methyl_amine][:0pyridine][:5benzenediol][FrH0][#N][O][:2pyridine][O][O][:1pyrimidine][.][Fr][C][O][Dy][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][O][Ring1][S][&&][qtz],[FrH0][=P][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0propyl][:1pyrimidine][:2imidazole][:2imidazole][:5benzenediol][:1carboxylic_acid][:1methyl_amine][:0pyridine][:5benzenediol][FrH0][#N][O][:2pyridine][O][O][:1pyrimidine],CCCOc1c(-c2[nH]cnc2C(=O)Oc2nccc(Oc3ccncc3Oc3ccncn3)c2[Fr])ccc(O)c1Oc1cccc(O)c1P[Fr],"[-17.0326532915, 1.6510965542716112]",qtz_N434_O=CC1=C([Fr])C(C=O)(C=O)NC(=S)C1([Fr])C=O
422,cag_N115_edge184200,[FrH0][N][C][C][Branch][C][Branch][O][C][pop][Ring1][Ring2][pop][C][=C][Branch][N][Branch][FrH0][pop][N][=C][Ring1][=Branch][pop][O][C][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][cag],[FrH0][N][C][C][Branch][C][Branch][O][C][pop][Ring1][Ring2][pop][C][=C][Branch][N][Branch][FrH0][pop][N][=C][Ring1][=Branch][pop][O][C],COc1c(C2CN([Fr])C2OC)cnn1[Fr],"[-8.7124195, 0.7540563]",[:0propyl][:0amide][:0amide][:0amide][:0pyrimidine][=Ring2][=Ring2][=Ring2][=Ring2][FrH0][FrH0][N][N][FrH0][:3pyrimidine][:3pyrimidine][:1pyrimidine][:2benzenediol][:1pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:1carboxylic_acid][:2imidazole][:2imidazole][:2imidazole][:0pyridine][:0pyridine][:1pyridine][:0pyridine][:3benzenealcohol][:4benzenealcohol][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][Branch1][Ring2][O][Ring1][N][O][C][Branch1][C][Fr][O][Ring1][=C][&&][cag],[:0propyl][:0amide][:0amide][:0amide][:0pyrimidine][=Ring2][=Ring2][=Ring2][=Ring2][FrH0][FrH0][N][N][FrH0][:3pyrimidine][:3pyrimidine][:1pyrimidine][:2benzenediol][:1pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:3pyrimidine][:1carboxylic_acid][:2imidazole][:2imidazole][:2imidazole][:0pyridine][:0pyridine][:1pyridine][:0pyridine][:3benzenealcohol][:4benzenealcohol],CCCNC(=O)c1ncc([Fr])c(N[Fr])n1,"[-10.9917232462, 1.1129742143639034]",cag_N115_COc1c(C2CN([Fr])C2OC)cnn1[Fr]
423,qtz_N161_edge169001,[FrH0][C][C][Branch][S][C][pop][Branch][O][C][=C][C][Branch][C][Ring1][Ring2][pop][=C][C][FrH0][pop][S][C][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][qtz],[FrH0][C][C][Branch][S][C][pop][Branch][O][C][=C][C][Branch][C][Ring1][Ring2][pop][=C][C][FrH0][pop][S][C],CSC(C[Fr])(OC1=CC(=CC[Fr])C1)SC,"[-7.1717215, 0.7774428]",[:0methyl][C][:0pyrimidine][Ring1][:3pyrimidine][=P][Branch][C][FrH0][pop][pop][:0propyl][FrH0][pop][pop][pop][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][qtz],[:0methyl][C][:0pyrimidine][Ring1][:3pyrimidine][=P][Branch][C][FrH0][pop][pop][:0propyl][FrH0][pop][pop][pop],CCc1ncc([Fr])c(-c2ccnc(C[Fr])n2)n1,"[-15.179665029, 1.4184724545029226]",qtz_N161_CSC(C[Fr])(OC1=CC(=CC[Fr])C1)SC
424,srs_N611_edge208646,[FrH0][C][C][=C][C][=C][Branch][C][Branch][FrH0][pop][C][=C][C][=Branch][=C][Ring1][=C][pop][Ring1][O][pop][:0methyl][.][BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],[FrH0][C][C][=C][C][=C][Branch][C][Branch][FrH0][pop][C][=C][C][=Branch][=C][Ring1][=C][pop][Ring1][O][pop][:0methyl],CCC1=CC2=CC([Fr])C=C2C=CC1[Fr],"[-3.1604786, 0.16740647]",[FrH0][#C][:2pyrimidine][Branch][:3pyrimidine][:1alkyne][:0methyl][Branch][:0benzenediol][:3pyrimidine][:0pyrimidine][:0pyrimidine][Ring2][FrH0][:0propyl][:0propyl][:0propyl][FrH0][:1methyl_amine][:0propyl][Branch][:2imidazole][:1imidazole][Cl][:0propyl][:0pyrimidine][:0benzenediol][:0benzenediol][:=1methyl_amine][:0pyridine][:0benzenealcohol][:2benzenealcohol][S][:2pyrimidine][Branch][.][BrH0][Cu][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][srs],[FrH0][#C][:2pyrimidine][Branch][:3pyrimidine][:1alkyne][:0methyl][Branch][:0benzenediol][:3pyrimidine][:0pyrimidine][:0pyrimidine][Ring2][FrH0][:0propyl][:0propyl][:0propyl][FrH0][:1methyl_amine][:0propyl][Branch][:2imidazole][:1imidazole][Cl][:0propyl][:0pyrimidine][:0benzenediol][:0benzenediol][:=1methyl_amine][:0pyridine][:0benzenealcohol][:2benzenealcohol][S][:2pyrimidine][Branch],CCCc1nc(-c2nccc(-c3cc(-c4ncncc4C[Fr])nc(CC)n3)n2)nc(CNc2[nH]c(-c3nccc(-c4c(O)cccc4Oc4ncccc4-c4ccc(O)cc4-c4cncnc4)n3)nc2Cl)c1[Fr],"[-4.7553664386, 0.40021911265395443]",srs_N611_CCC1=CC2=CC([Fr])C=C2C=CC1[Fr]
425,sra_N307_edge101026,[N][C][Branch][C][Branch][:1sulfonic_acid][pop][C][Branch][C][C][FrH0][pop][C][FrH0][pop][C][.][Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][sra],[N][C][Branch][C][Branch][:1sulfonic_acid][pop][C][Branch][C][C][FrH0][pop][C][FrH0][pop][C],CC(N)C(C(C[Fr])CC[Fr])S(=O)O,"[-8.16208, 0.86168784]",[#C][C][Branch][C][Branch][:1imidazole][pop][=P][Branch][:0methyl][FrH0][FrH0][FrH0][:1pyrimidine][:1imidazole][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0propyl][:0propyl][pop][pop][:0propyl][:1pyridine][:5benzenediol][:5benzenealcohol][:3imidazole][:3benzenealcohol][.][Fr][C][=N][Cu][Branch1][Ring2][N][=C][Fr][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][sra],[#C][C][Branch][C][Branch][:1imidazole][pop][=P][Branch][:0methyl][FrH0][FrH0][FrH0][:1pyrimidine][:1imidazole][:0benzenediol][:0benzenediol][:0benzenediol][:0benzenediol][:0propyl][:0propyl][pop][pop][:0propyl][:1pyridine][:5benzenediol][:5benzenealcohol][:3imidazole][:3benzenealcohol],CC[PH]([Fr])=C(C(C)[Fr])n1ccnc1,"[-10.4895367055, 0.9999774430235164]",sra_N307_CC(N)C(C(C[Fr])CC[Fr])S(=O)O
426,eta_N579_edge113661,[N][C][=Branch][=C][Branch][:0benzene][Ring2][FrH0][pop][Ring1][N][pop][Ring2][N][pop][pop][N][pop][FrH0][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][N][&&][eta],[N][C][=Branch][=C][Branch][:0benzene][Ring2][FrH0][pop][Ring1][N][pop][Ring2][N][pop][pop][N][pop][FrH0],NC([Fr])=C(N)c1cc([Fr])c(N)cc1N,"[-20.351189, 2.1272523]",[:0sulfonic_acid][:0sulfonic_acid][:0sulfonic_acid][:0sulfonic_acid][:3benzenealcohol][:2benzenediol][:4benzenealcohol][#N][N][N][N][N][N][FrH0][S][S][P][:0methyl][:2benzenediol][S][S][:2pyridine][:0carboxylic_acid][:4benzenediol][:1methyl_amine][FrH0][Ring1][:2pyrimidine][:2pyrimidine][#N][:4benzenediol][=Branch][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:0benzenealcohol][:1methyl_amine][:0propyl][.][Fr][C][O][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][Ring1][N][&&][eta],[:0sulfonic_acid][:0sulfonic_acid][:0sulfonic_acid][:0sulfonic_acid][:3benzenealcohol][:2benzenediol][:4benzenealcohol][#N][N][N][N][N][N][FrH0][S][S][P][:0methyl][:2benzenediol][S][S][:2pyridine][:0carboxylic_acid][:4benzenediol][:1methyl_amine][FrH0][Ring1][:2pyrimidine][:2pyrimidine][#N][:4benzenediol][=Branch][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:2benzenealcohol][:0benzenealcohol][:1methyl_amine][:0propyl],CCCc1cccc(O)c1-c1cc(O)ccc1-c1cc(O)ccc1-c1cc(Nc2ncncc2-c2c(O)ccc(-c3cnccc3Sc3ccc(-c4c(O)cccc4S(=O)OO[SH]=O)c(ONNNNN[Fr])c3SPCC)c2O[Fr])c(O)cc1O,"[-23.4563578523, 2.448738413353594]",eta_N579_NC([Fr])=C(N)c1cc([Fr])c(N)cc1N
427,sra_N219_edge175199,[F][C][=C][Branch][C][=C][Branch][C][C][Branch][O][FrH0][pop][F][pop][Ring1][Ring2][pop][:1alkyne][Ring1][FrH0][pop][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sra],[F][C][=C][Branch][C][=C][Branch][C][C][Branch][O][FrH0][pop][F][pop][Ring1][Ring2][pop][:1alkyne][Ring1][FrH0][pop],FC1=C(C#C[Fr])C=C1CC(F)O[Fr],"[-0.8857288, -0.18060306]",[:0methyl][:0methyl][:0benzenediol][:0methyl][FrH0][pop][Ring2][:0benzenediol][:0benzenediol][FrH0][pop][Ring2][:0pyrimidine][:2pyrimidine][:0benzenediol][:3pyrimidine][:0methyl][:1pyrimidine][pop][.][Fr][C][=C][C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][sra],[:0methyl][:0methyl][:0benzenediol][:0methyl][FrH0][pop][Ring2][:0benzenediol][:0benzenediol][FrH0][pop][Ring2][:0pyrimidine][:2pyrimidine][:0benzenediol][:3pyrimidine][:0methyl][:1pyrimidine][pop],CCOc1cccc(O)c1-c1ccnc(-c2cc(O)c(-c3cc(O)c(CC)c(O[Fr])c3)c(O[Fr])c2)n1,"[-6.2043205684, 0.5813854248387715]",sra_N219_FC1=C(C#C[Fr])C=C1CC(F)O[Fr]
428,hex_N375_edge106702,[:0isocyanate][C][O][C][Branch][O][FrH0][pop][Branch][N][C][Branch][:0isocyanate][pop][C][=C][Branch][:0isocyanate][pop][FrH0][pop][:0isocyanate][pop][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][hex],[:0isocyanate][C][O][C][Branch][O][FrH0][pop][Branch][N][C][Branch][:0isocyanate][pop][C][=C][Branch][:0isocyanate][pop][FrH0][pop][:0isocyanate][pop],O=C=NOC(N=C=O)(NC(C=C([Fr])N=C=O)N=C=O)O[Fr],"[-14.253726, 1.1124237]",[:0propyl][C][:4benzenediol][:0benzenediol][P][FrH0][pop][Ring1][Cl][pop][Ring1][Cl][pop][Ring1][P][pop][Ring1][FrH0][pop][pop][.][Fr][C][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][O][Cd][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][N][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=N][&&][hex],[:0propyl][C][:4benzenediol][:0benzenediol][P][FrH0][pop][Ring1][Cl][pop][Ring1][Cl][pop][Ring1][P][pop][Ring1][FrH0][pop][pop],CCCc1c([Fr])c(P)c(OCl)c(Cl)c1OP[Fr],"[-14.9584059925, 1.37972416765055]",hex_N375_O=C=NOC(N=C=O)(NC(C=C([Fr])N=C=O)N=C=O)O[Fr]
429,utp_N186_edge82494,[S][C][=C][C][Branch][C][Branch][N][Branch][C][Branch][S][pop][Branch][S][pop][Ring1][=Branch][pop][FrH0][pop][S][pop][FrH0][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][utp],[S][C][=C][C][Branch][C][Branch][N][Branch][C][Branch][S][pop][Branch][S][pop][Ring1][=Branch][pop][FrH0][pop][S][pop][FrH0],SC1=CC([Fr])C(S)N([Fr])C1(S)S,"[-6.3639193, 0.7722631]",[:0sulfonic_acid][N][S][N][FrH0][pop][Branch][:0benzenediol][:0imidazole][:0benzenediol][FrH0][FrH0][:0benzenediol][:3pyrimidine][:1pyrimidine][:2pyrimidine][:3pyrimidine][pop][pop][:2benzenediol][:0propyl][:2benzenediol][:4benzenealcohol][:4benzenealcohol][:1methyl_amine][.][Fr][C][=N][Ag][Branch1][Ring2][N][=C][Fr][N][=C][Fr][&&][utp],[:0sulfonic_acid][N][S][N][FrH0][pop][Branch][:0benzenediol][:0imidazole][:0benzenediol][FrH0][FrH0][:0benzenediol][:3pyrimidine][:1pyrimidine][:2pyrimidine][:3pyrimidine][pop][pop][:2benzenediol][:0propyl][:2benzenediol][:4benzenealcohol][:4benzenealcohol][:1methyl_amine],CCCc1nc(-c2cncnc2)nc(-c2ccc(O)c(Oc3cccc(O)c3OS(=O)SN[Fr])c2O[Fr])c1-c1ccccc1O,"[-8.383638489, 0.8334397429067854]",utp_N186_SC1=CC([Fr])C(S)N([Fr])C1(S)S
430,cds_N47_edge56860,[S][C][C][Branch][C][Branch][N][Branch][C][Branch][N][Branch][S][pop][Ring1][=Branch][pop][S][pop][FrH0][pop][S][pop][FrH0][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][cds],[S][C][C][Branch][C][Branch][N][Branch][C][Branch][N][Branch][S][pop][Ring1][=Branch][pop][S][pop][FrH0][pop][S][pop][FrH0],SC1C([Fr])C(S)N([Fr])C(S)N1S,"[-9.497998, 0.9824122]",[:=1methyl_amine][C][C][=S][=S][Ring2][:0pyrimidine][:0benzenediol][FrH0][pop][S][:0benzenediol][FrH0][FrH0][:1pyrimidine][Ring2][:0benzenediol][:0propyl][Ring2][:0benzenediol][:0benzenediol][Ring2][:=0amide][:0methyl][Ring2][Ring2][Ring2][:0pyridine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:1imidazole][=O][:1pyridine][:2pyridine][.][O][=C][Branch1][C][Fr][O][Ni][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][C][Branch1][C][Fr][=O][&&][cds],[:=1methyl_amine][C][C][=S][=S][Ring2][:0pyrimidine][:0benzenediol][FrH0][pop][S][:0benzenediol][FrH0][FrH0][:1pyrimidine][Ring2][:0benzenediol][:0propyl][Ring2][:0benzenediol][:0benzenediol][Ring2][:=0amide][:0methyl][Ring2][Ring2][Ring2][:0pyridine][:0pyrimidine][:0pyrimidine][:0pyrimidine][:1imidazole][=O][:1pyridine][:2pyridine],Oc1ccc(-c2nccc(-n3cncc3-c3cccnc3)n2)c(O)c1-c1ccc(O[Fr])c(CNC=[SH]#S[Fr])c1O,"[-9.3042903201, 0.7655550107277677]",cds_N47_SC1C([Fr])C(S)N([Fr])C(S)N1S
431,reo_N337_edge32071,[:0O_nitrile][C][C][Branch][C][=C][C][Branch][C][Branch][:0O_nitrile][pop][Branch][:0O_nitrile][pop][FrH0][pop][Branch][:0O_nitrile][pop][Ring1][Ring1][pop][O][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][reo],[:0O_nitrile][C][C][Branch][C][=C][C][Branch][C][Branch][:0O_nitrile][pop][Branch][:0O_nitrile][pop][FrH0][pop][Branch][:0O_nitrile][pop][Ring1][Ring1][pop][O][FrH0][pop],N#COC(O[Fr])C1=CC1(OC#N)C([Fr])(OC#N)OC#N,"[-19.418257, 2.085094]",[:0O_nitrile][:0methyl][C][Branch][C][=S][C][Branch][P][Branch][:0O_nitrile][pop][Branch][:0O_nitrile][pop][FrH0][pop][:1imidazole][:1imidazole][pop][:3pyrimidine][=P][:1pyrimidine][N][FrH0][Branch][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][reo],[:0O_nitrile][:0methyl][C][Branch][C][=S][C][Branch][P][Branch][:0O_nitrile][pop][Branch][:0O_nitrile][pop][FrH0][pop][:1imidazole][:1imidazole][pop][:3pyrimidine][=P][:1pyrimidine][N][FrH0][Branch],N#COCC=[SH]C(n1cnc(Pc2ccnc([Fr])n2)c1)[PH]([Fr])(OC#N)OC#N,"[-26.8719306147, 3.0718653771280904]",reo_N337_N#COC(O[Fr])C1=CC1(OC#N)C([Fr])(OC#N)OC#N
432,dia-f_N713_edge178054,[S][C][=Branch][=C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][C][Branch][FrH0][pop][Branch][S][pop][S][pop][S][pop][FrH0][.][Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][dia-f],[S][C][=Branch][=C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][C][Branch][FrH0][pop][Branch][S][pop][S][pop][S][pop][FrH0],SC([Fr])=C(S)C1=CC(C(S)(S)[Fr])=C1,"[-4.265263, 0.28776506]",[:0propyl][:0sulfonic_acid][N][Branch][:0methyl][pop][:0benzenediol][Branch][:0propyl][:0benzenediol][=P][FrH0][:0benzenediol][:1pyrimidine][:1pyrimidine][FrH0][pop][:1carboxylic_acid][:1imidazole][pop][pop][:0benzenediol][pop][:0propyl][:1imidazole][:1carboxylic_acid][:1carboxylic_acid][.][Fr][C][=C][N][Branch1][=Branch1][C][C][=C][Ring1][=Branch1][Ag][Branch1][N][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][N][C][=C][Branch1][C][Fr][C][=C][C][Ring1][#Branch1][&&][dia-f],[:0propyl][:0sulfonic_acid][N][Branch][:0methyl][pop][:0benzenediol][Branch][:0propyl][:0benzenediol][=P][FrH0][:0benzenediol][:1pyrimidine][:1pyrimidine][FrH0][pop][:1carboxylic_acid][:1imidazole][pop][pop][:0benzenediol][pop][:0propyl][:1imidazole][:1carboxylic_acid][:1carboxylic_acid],CCCc1c([Fr])c(Oc2ncnc(-n3ccnc3)c2[Fr])c(N(CC)CCC)c(O)c1-n1cncc1C(=O)O,"[-6.9185299743, 0.5945685935990861]",dia-f_N713_SC([Fr])=C(S)C1=CC(C(S)(S)[Fr])=C1
